image,component_id,area_px,eq_diameter_px,eq_diameter_um,gate_strip_coverage,strip_expert_tind_coverage,final_tind_coverage,gate_strip_detected,strip_expert_tind_detected,final_tind_detected
0506tin2_03-11_crop_00.jpg,1,86,10.464157913908982,5.700873231497613,0.7906976744186046,0.7674418604651163,0.7674418604651163,1,1,1
0506tin2_03-11_crop_00.jpg,2,205,16.15593100600236,8.801751212070084,0.9560975609756097,0.9560975609756097,0.9560975609756097,1,1,1
0506tin2_03-11_crop_00.jpg,3,88,10.585134856802455,5.766781469985977,0.8977272727272727,0.8977272727272727,0.8863636363636364,1,1,1
0506tin2_03-11_crop_00.jpg,4,45,7.569397566060481,4.12380779398975,0.5111111111111111,0.5333333333333333,0.4888888888888889,1,1,1
0506tin2_03-11_crop_00.jpg,5,169,14.668929172241665,7.991632613037258,0.8757396449704142,0.9171597633136095,0.8875739644970414,1,1,1
0506tin2_03-11_crop_00.jpg,6,69,9.373021315815206,5.106422012856124,0.8260869565217391,0.8260869565217391,0.8115942028985508,1,1,1
0506tin2_03-11_crop_00.jpg,7,67,9.23618154310838,5.031871704685445,0.8059701492537313,0.8208955223880597,0.8059701492537313,1,1,1
0506tin2_03-11_crop_00.jpg,8,207,16.23454913941803,8.84458237115494,0.893719806763285,0.8985507246376812,0.893719806763285,1,1,1
0506tin2_03-11_crop_00.jpg,9,64,9.0270333367641,4.917927761869081,0.84375,0.75,0.75,1,1,1
0506tin2_03-11_crop_00.jpg,10,33,6.4820448144285745,3.531418014900687,0.45454545454545453,0.42424242424242425,0.42424242424242425,1,1,1
0506tin2_03-11_crop_00.jpg,11,86,10.464157913908982,5.700873231497613,0.9534883720930233,0.9418604651162791,0.9418604651162791,1,1,1
0506tin2_03-11_crop_00.jpg,12,98,11.170383851240114,6.085625122155614,0.9693877551020408,0.9693877551020408,0.9489795918367347,1,1,1
0506tin2_03-11_crop_01.jpg,1,94,10.940041919714261,5.960134837860329,0.851063829787234,0.851063829787234,0.851063829787234,1,1,1
0506tin2_03-11_crop_01.jpg,2,175,14.927053303604616,8.132258639803794,0.7314285714285714,0.7314285714285714,0.7085714285714285,1,1,1
0506tin2_03-11_crop_01.jpg,3,66,9.166995688475081,4.994179251081224,0.0,0.0,0.0,0,0,0
0506tin2_03-14_crop_01.jpg,1,205,16.15593100600236,8.801751212070084,0.9463414634146341,0.4878048780487805,0.4878048780487805,1,1,1
0506tin2_03-14_crop_01.jpg,2,78,9.965574970333758,5.429245243837831,0.7948717948717948,0.7948717948717948,0.782051282051282,1,1,1
0506tin2_03-14_crop_01.jpg,3,77,9.901487006738307,5.394330121271029,0.8701298701298701,0.9090909090909091,0.8961038961038961,1,1,1
0506tin2_03-14_crop_01.jpg,4,42,7.312732791431452,3.983976824771855,0.6666666666666666,0.6428571428571429,0.6428571428571429,1,1,1
0506tin2_03-14_crop_01.jpg,5,116,12.153015559492998,6.6209628768117845,0.9655172413793104,0.9655172413793104,0.9655172413793104,1,1,1
0506tin2_03-14_crop_01.jpg,6,65,9.09728368293446,4.956200150462694,0.8769230769230769,0.8923076923076924,0.8923076923076924,1,1,1
0506tin2_03-14_crop_01.jpg,7,98,11.170383851240114,6.085625122155614,0.7857142857142857,0.826530612244898,0.7857142857142857,1,1,1
0506tin2_03-14_crop_01.jpg,8,99,11.227230955528665,6.116595424572016,0.9797979797979798,0.98989898989899,0.9797979797979798,1,1,1
0506tin2_03-19_crop_02.jpg,1,111,11.888212206450685,6.476698010074332,0.9279279279279279,0.954954954954955,0.9369369369369369,1,1,1
0506tin2_03-19_crop_02.jpg,2,68,9.304852983362556,5.06928390533592,0.0,0.0,0.0,0,0,0
0506tin2_03-21_crop_00.jpg,1,37,6.863662517577698,3.7393233395763295,0.0,0.0,0.0,0,0,0
0506tin2_03-21_crop_00.jpg,2,48,7.817640190446719,4.259050375755372,0.1875,0.3541666666666667,0.25,0,1,0
0506tin2_03-21_crop_00.jpg,3,212,16.42944866646031,8.950763633487576,0.9622641509433962,0.9669811320754716,0.9622641509433962,1,1,1
0506tin2_03-21_crop_00.jpg,4,399,22.539356209735228,12.27944126306375,0.9674185463659147,1.0,0.9799498746867168,1,1,1
0506tin2_03-21_crop_00.jpg,5,84,10.341765891652821,5.634194057772457,0.7857142857142857,0.8333333333333334,0.8214285714285714,1,1,1
